GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,0041700211,132,202694,Marcus Morris,1610612738,Boston Celtics,1,2,44,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,15,72,135,1,1,20180430,BOS,PHI
Shot Chart Detail,0041700211,139,202694,Marcus Morris,1610612738,Boston Celtics,1,1,55,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,12,-120,5,1,0,20180430,BOS,PHI
Shot Chart Detail,0041700211,147,202694,Marcus Morris,1610612738,Boston Celtics,1,0,59,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,3,7,1,1,20180430,BOS,PHI
Shot Chart Detail,0041700211,183,202694,Marcus Morris,1610612738,Boston Celtics,2,9,59,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-71,248,1,0,20180430,BOS,PHI
Shot Chart Detail,0041700211,192,202694,Marcus Morris,1610612738,Boston Celtics,2,8,58,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-237,13,1,1,20180430,BOS,PHI
Shot Chart Detail,0041700211,414,202694,Marcus Morris,1610612738,Boston Celtics,3,3,23,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-62,261,1,0,20180430,BOS,PHI
Shot Chart Detail,0041700211,451,202694,Marcus Morris,1610612738,Boston Celtics,3,0,44,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,88,162,1,0,20180430,BOS,PHI
Shot Chart Detail,0041700211,496,202694,Marcus Morris,1610612738,Boston Celtics,4,10,24,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,19,-28,192,1,0,20180430,BOS,PHI
Shot Chart Detail,0041700211,554,202694,Marcus Morris,1610612738,Boston Celtics,4,6,47,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,10,-73,73,1,1,20180430,BOS,PHI
Shot Chart Detail,0041700211,604,202694,Marcus Morris,1610612738,Boston Celtics,4,2,22,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,228,50,1,0,20180430,BOS,PHI
Shot Chart Detail,0041700212,77,202694,Marcus Morris,1610612738,Boston Celtics,1,5,24,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,18,-16,181,1,0,20180503,BOS,PHI
Shot Chart Detail,0041700212,126,202694,Marcus Morris,1610612738,Boston Celtics,1,2,54,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,9,95,26,1,0,20180503,BOS,PHI
Shot Chart Detail,0041700212,160,202694,Marcus Morris,1610612738,Boston Celtics,1,0,0,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19,79,174,1,0,20180503,BOS,PHI
Shot Chart Detail,0041700212,414,202694,Marcus Morris,1610612738,Boston Celtics,3,5,2,Made Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,14,111,96,1,1,20180503,BOS,PHI
Shot Chart Detail,0041700212,459,202694,Marcus Morris,1610612738,Boston Celtics,3,1,53,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13,-125,58,1,0,20180503,BOS,PHI
Shot Chart Detail,0041700212,484,202694,Marcus Morris,1610612738,Boston Celtics,3,0,0,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,33,172,290,1,0,20180503,BOS,PHI
Shot Chart Detail,0041700212,515,202694,Marcus Morris,1610612738,Boston Celtics,4,9,22,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,2,271,1,1,20180503,BOS,PHI
Shot Chart Detail,0041700212,584,202694,Marcus Morris,1610612738,Boston Celtics,4,4,13,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,166,221,1,1,20180503,BOS,PHI
Shot Chart Detail,0041700213,66,202694,Marcus Morris,1610612738,Boston Celtics,1,5,53,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,16,13,164,1,1,20180505,PHI,BOS
Shot Chart Detail,0041700213,102,202694,Marcus Morris,1610612738,Boston Celtics,1,2,47,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,190,172,1,0,20180505,PHI,BOS
Shot Chart Detail,0041700213,109,202694,Marcus Morris,1610612738,Boston Celtics,1,2,0,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13,133,-23,1,0,20180505,PHI,BOS
Shot Chart Detail,0041700213,127,202694,Marcus Morris,1610612738,Boston Celtics,1,0,29,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,14,88,116,1,0,20180505,PHI,BOS
Shot Chart Detail,0041700213,150,202694,Marcus Morris,1610612738,Boston Celtics,2,11,41,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,187,179,1,1,20180505,PHI,BOS
Shot Chart Detail,0041700213,170,202694,Marcus Morris,1610612738,Boston Celtics,2,9,44,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,16,83,137,1,1,20180505,PHI,BOS
Shot Chart Detail,0041700213,172,202694,Marcus Morris,1610612738,Boston Celtics,2,9,25,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,81,253,1,0,20180505,PHI,BOS
Shot Chart Detail,0041700213,213,202694,Marcus Morris,1610612738,Boston Celtics,2,6,56,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,141,221,1,0,20180505,PHI,BOS
Shot Chart Detail,0041700213,304,202694,Marcus Morris,1610612738,Boston Celtics,2,0,56,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,-73,236,1,0,20180505,PHI,BOS
Shot Chart Detail,0041700213,409,202694,Marcus Morris,1610612738,Boston Celtics,3,4,55,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-50,57,1,0,20180505,PHI,BOS
Shot Chart Detail,0041700213,475,202694,Marcus Morris,1610612738,Boston Celtics,3,0,21,Missed Shot,Jump Bank Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,8,69,47,1,0,20180505,PHI,BOS
Shot Chart Detail,0041700213,503,202694,Marcus Morris,1610612738,Boston Celtics,4,10,11,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-132,228,1,0,20180505,PHI,BOS
Shot Chart Detail,0041700213,578,202694,Marcus Morris,1610612738,Boston Celtics,4,4,22,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,233,26,1,0,20180505,PHI,BOS
Shot Chart Detail,0041700213,652,202694,Marcus Morris,1610612738,Boston Celtics,5,3,58,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,58,144,1,0,20180505,PHI,BOS
Shot Chart Detail,0041700214,96,202694,Marcus Morris,1610612738,Boston Celtics,1,4,23,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,-68,140,1,0,20180507,PHI,BOS
Shot Chart Detail,0041700214,108,202694,Marcus Morris,1610612738,Boston Celtics,1,3,5,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-10,-4,1,1,20180507,PHI,BOS
Shot Chart Detail,0041700214,156,202694,Marcus Morris,1610612738,Boston Celtics,1,1,3,Missed Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,14,77,127,1,0,20180507,PHI,BOS
Shot Chart Detail,0041700214,182,202694,Marcus Morris,1610612738,Boston Celtics,2,11,28,Missed Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-75,1,1,0,20180507,PHI,BOS
Shot Chart Detail,0041700214,212,202694,Marcus Morris,1610612738,Boston Celtics,2,8,17,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-62,19,1,0,20180507,PHI,BOS
Shot Chart Detail,0041700214,269,202694,Marcus Morris,1610612738,Boston Celtics,2,4,30,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-47,262,1,1,20180507,PHI,BOS
Shot Chart Detail,0041700214,282,202694,Marcus Morris,1610612738,Boston Celtics,2,4,0,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,29,120,1,0,20180507,PHI,BOS
Shot Chart Detail,0041700214,431,202694,Marcus Morris,1610612738,Boston Celtics,3,5,17,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,-23,273,1,0,20180507,PHI,BOS
Shot Chart Detail,0041700214,441,202694,Marcus Morris,1610612738,Boston Celtics,3,4,46,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,-52,274,1,1,20180507,PHI,BOS
Shot Chart Detail,0041700214,466,202694,Marcus Morris,1610612738,Boston Celtics,3,2,56,Missed Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,3,15,1,0,20180507,PHI,BOS
Shot Chart Detail,0041700214,541,202694,Marcus Morris,1610612738,Boston Celtics,4,10,33,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,106,118,1,1,20180507,PHI,BOS
Shot Chart Detail,0041700214,557,202694,Marcus Morris,1610612738,Boston Celtics,4,8,52,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,131,241,1,1,20180507,PHI,BOS
Shot Chart Detail,0041700214,585,202694,Marcus Morris,1610612738,Boston Celtics,4,7,33,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-12,6,1,1,20180507,PHI,BOS
Shot Chart Detail,0041700214,629,202694,Marcus Morris,1610612738,Boston Celtics,4,3,37,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-39,265,1,0,20180507,PHI,BOS
Shot Chart Detail,0041700214,649,202694,Marcus Morris,1610612738,Boston Celtics,4,1,46,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,-68,263,1,0,20180507,PHI,BOS
Shot Chart Detail,0041700215,76,202694,Marcus Morris,1610612738,Boston Celtics,1,5,41,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,38,22,1,0,20180509,BOS,PHI
Shot Chart Detail,0041700215,79,202694,Marcus Morris,1610612738,Boston Celtics,1,5,36,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,16,169,-4,1,0,20180509,BOS,PHI
Shot Chart Detail,0041700215,94,202694,Marcus Morris,1610612738,Boston Celtics,1,4,38,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19,78,174,1,0,20180509,BOS,PHI
Shot Chart Detail,0041700215,139,202694,Marcus Morris,1610612738,Boston Celtics,1,1,54,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,26,17,1,0,20180509,BOS,PHI
Shot Chart Detail,0041700215,183,202694,Marcus Morris,1610612738,Boston Celtics,2,10,53,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,14,40,1,0,20180509,BOS,PHI
Shot Chart Detail,0041700215,188,202694,Marcus Morris,1610612738,Boston Celtics,2,10,24,Missed Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-5,59,1,0,20180509,BOS,PHI
Shot Chart Detail,0041700215,450,202694,Marcus Morris,1610612738,Boston Celtics,3,3,48,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,226,13,1,0,20180509,BOS,PHI
Shot Chart Detail,0041700215,459,202694,Marcus Morris,1610612738,Boston Celtics,3,3,31,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-14,17,1,0,20180509,BOS,PHI
Shot Chart Detail,0041700215,485,202694,Marcus Morris,1610612738,Boston Celtics,3,1,53,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,14,143,7,1,1,20180509,BOS,PHI
Shot Chart Detail,0041700215,619,202694,Marcus Morris,1610612738,Boston Celtics,4,6,57,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-228,54,1,0,20180509,BOS,PHI
Shot Chart Detail,0041700301,22,202694,Marcus Morris,1610612738,Boston Celtics,1,9,59,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,20,198,59,1,0,20180513,BOS,CLE
Shot Chart Detail,0041700301,38,202694,Marcus Morris,1610612738,Boston Celtics,1,8,56,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0,17,1,1,20180513,BOS,CLE
Shot Chart Detail,0041700301,171,202694,Marcus Morris,1610612738,Boston Celtics,2,10,25,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-221,137,1,0,20180513,BOS,CLE
Shot Chart Detail,0041700301,225,202694,Marcus Morris,1610612738,Boston Celtics,2,6,13,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-9,6,1,1,20180513,BOS,CLE
Shot Chart Detail,0041700301,242,202694,Marcus Morris,1610612738,Boston Celtics,2,4,10,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-18,-1,1,1,20180513,BOS,CLE
Shot Chart Detail,0041700301,304,202694,Marcus Morris,1610612738,Boston Celtics,3,11,17,Missed Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-33,8,1,0,20180513,BOS,CLE
Shot Chart Detail,0041700301,349,202694,Marcus Morris,1610612738,Boston Celtics,3,6,33,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,237,99,1,1,20180513,BOS,CLE
Shot Chart Detail,0041700301,357,202694,Marcus Morris,1610612738,Boston Celtics,3,5,17,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19,131,151,1,0,20180513,BOS,CLE
Shot Chart Detail,0041700301,395,202694,Marcus Morris,1610612738,Boston Celtics,3,1,37,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-155,213,1,1,20180513,BOS,CLE
Shot Chart Detail,0041700301,437,202694,Marcus Morris,1610612738,Boston Celtics,4,11,44,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,19,-167,108,1,0,20180513,BOS,CLE
Shot Chart Detail,0041700301,439,202694,Marcus Morris,1610612738,Boston Celtics,4,11,41,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,2,4,1,1,20180513,BOS,CLE
Shot Chart Detail,0041700301,503,202694,Marcus Morris,1610612738,Boston Celtics,4,5,19,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,142,230,1,1,20180513,BOS,CLE
Shot Chart Detail,0041700302,15,202694,Marcus Morris,1610612738,Boston Celtics,1,10,29,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13,-121,57,1,0,20180515,BOS,CLE
Shot Chart Detail,0041700302,25,202694,Marcus Morris,1610612738,Boston Celtics,1,8,59,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-117,238,1,0,20180515,BOS,CLE
Shot Chart Detail,0041700302,73,202694,Marcus Morris,1610612738,Boston Celtics,1,4,38,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,18,33,185,1,0,20180515,BOS,CLE
Shot Chart Detail,0041700302,227,202694,Marcus Morris,1610612738,Boston Celtics,2,4,33,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18,-126,134,1,0,20180515,BOS,CLE
Shot Chart Detail,0041700302,285,202694,Marcus Morris,1610612738,Boston Celtics,2,0,55,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-16,5,1,1,20180515,BOS,CLE
Shot Chart Detail,0041700302,289,202694,Marcus Morris,1610612738,Boston Celtics,2,0,23,Made Shot,Driving Bank Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,41,7,1,1,20180515,BOS,CLE
Shot Chart Detail,0041700302,293,202694,Marcus Morris,1610612738,Boston Celtics,2,0,17,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-11,11,1,1,20180515,BOS,CLE
Shot Chart Detail,0041700302,301,202694,Marcus Morris,1610612738,Boston Celtics,2,0,0,Missed Shot,Jump Shot,3PT Field Goal,Backcourt,Back Court(BC),Back Court Shot,62,167,600,1,0,20180515,BOS,CLE
Shot Chart Detail,0041700302,323,202694,Marcus Morris,1610612738,Boston Celtics,3,10,19,Missed Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,9,76,61,1,0,20180515,BOS,CLE
Shot Chart Detail,0041700302,341,202694,Marcus Morris,1610612738,Boston Celtics,3,8,19,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,35,269,1,1,20180515,BOS,CLE
Shot Chart Detail,0041700302,370,202694,Marcus Morris,1610612738,Boston Celtics,3,5,14,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,6,-2,1,1,20180515,BOS,CLE
Shot Chart Detail,0041700302,404,202694,Marcus Morris,1610612738,Boston Celtics,3,3,14,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,1,18,1,0,20180515,BOS,CLE
Shot Chart Detail,0041700302,492,202694,Marcus Morris,1610612738,Boston Celtics,4,8,53,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,116,236,1,0,20180515,BOS,CLE
Shot Chart Detail,0041700302,526,202694,Marcus Morris,1610612738,Boston Celtics,4,6,50,Missed Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-19,4,1,0,20180515,BOS,CLE
Shot Chart Detail,0041700303,25,202694,Marcus Morris,1610612738,Boston Celtics,1,9,45,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,12,-74,102,1,0,20180519,CLE,BOS
Shot Chart Detail,0041700303,31,202694,Marcus Morris,1610612738,Boston Celtics,1,8,40,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18,-85,164,1,0,20180519,CLE,BOS
Shot Chart Detail,0041700303,38,202694,Marcus Morris,1610612738,Boston Celtics,1,7,35,Missed Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,8,22,1,0,20180519,CLE,BOS
Shot Chart Detail,0041700303,93,202694,Marcus Morris,1610612738,Boston Celtics,1,3,35,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,74,248,1,1,20180519,CLE,BOS
Shot Chart Detail,0041700303,101,202694,Marcus Morris,1610612738,Boston Celtics,1,2,38,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,68,233,1,0,20180519,CLE,BOS
Shot Chart Detail,0041700303,233,202694,Marcus Morris,1610612738,Boston Celtics,2,5,5,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-120,254,1,0,20180519,CLE,BOS
Shot Chart Detail,0041700303,303,202694,Marcus Morris,1610612738,Boston Celtics,3,11,22,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-11,8,1,0,20180519,CLE,BOS
Shot Chart Detail,0041700303,306,202694,Marcus Morris,1610612738,Boston Celtics,3,11,17,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,6,10,1,1,20180519,CLE,BOS
Shot Chart Detail,0041700304,16,202694,Marcus Morris,1610612738,Boston Celtics,1,10,47,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-8,0,1,1,20180521,CLE,BOS
Shot Chart Detail,0041700304,34,202694,Marcus Morris,1610612738,Boston Celtics,1,9,47,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,14,-3,143,1,1,20180521,CLE,BOS
Shot Chart Detail,0041700304,40,202694,Marcus Morris,1610612738,Boston Celtics,1,8,54,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,8,81,28,1,0,20180521,CLE,BOS
Shot Chart Detail,0041700304,59,202694,Marcus Morris,1610612738,Boston Celtics,1,6,40,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13,-111,78,1,0,20180521,CLE,BOS
Shot Chart Detail,0041700304,285,202694,Marcus Morris,1610612738,Boston Celtics,2,4,46,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-12,6,1,1,20180521,CLE,BOS
Shot Chart Detail,0041700304,289,202694,Marcus Morris,1610612738,Boston Celtics,2,4,19,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-157,215,1,1,20180521,CLE,BOS
Shot Chart Detail,0041700304,613,202694,Marcus Morris,1610612738,Boston Celtics,4,5,9,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,-69,235,1,0,20180521,CLE,BOS
Shot Chart Detail,0041700304,640,202694,Marcus Morris,1610612738,Boston Celtics,4,3,16,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,20,1,1,0,20180521,CLE,BOS
Shot Chart Detail,0041700305,109,202694,Marcus Morris,1610612738,Boston Celtics,1,2,15,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-169,200,1,1,20180523,BOS,CLE
Shot Chart Detail,0041700305,192,202694,Marcus Morris,1610612738,Boston Celtics,2,8,57,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,209,138,1,1,20180523,BOS,CLE
Shot Chart Detail,0041700305,196,202694,Marcus Morris,1610612738,Boston Celtics,2,8,20,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,150,113,1,0,20180523,BOS,CLE
Shot Chart Detail,0041700305,221,202694,Marcus Morris,1610612738,Boston Celtics,2,6,39,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,70,28,1,0,20180523,BOS,CLE
Shot Chart Detail,0041700305,261,202694,Marcus Morris,1610612738,Boston Celtics,2,4,7,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,22,256,1,1,20180523,BOS,CLE
Shot Chart Detail,0041700305,298,202694,Marcus Morris,1610612738,Boston Celtics,2,1,1,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,8,-52,68,1,0,20180523,BOS,CLE
Shot Chart Detail,0041700305,392,202694,Marcus Morris,1610612738,Boston Celtics,3,5,53,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-157,221,1,0,20180523,BOS,CLE
Shot Chart Detail,0041700305,396,202694,Marcus Morris,1610612738,Boston Celtics,3,5,35,Made Shot,Running Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,12,1,1,1,20180523,BOS,CLE
Shot Chart Detail,0041700305,429,202694,Marcus Morris,1610612738,Boston Celtics,3,2,25,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,1,6,1,1,20180523,BOS,CLE
Shot Chart Detail,0041700305,457,202694,Marcus Morris,1610612738,Boston Celtics,3,0,31,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,38,10,1,0,20180523,BOS,CLE
Shot Chart Detail,0041700305,471,202694,Marcus Morris,1610612738,Boston Celtics,4,11,43,Missed Shot,Fadeaway Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,239,16,1,0,20180523,BOS,CLE
Shot Chart Detail,0041700305,598,202694,Marcus Morris,1610612738,Boston Celtics,4,2,5,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,11,14,1,0,20180523,BOS,CLE
Shot Chart Detail,0041700305,613,202694,Marcus Morris,1610612738,Boston Celtics,4,0,28,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,179,222,1,0,20180523,BOS,CLE
Shot Chart Detail,0041700306,65,202694,Marcus Morris,1610612738,Boston Celtics,1,6,13,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,13,-76,107,1,1,20180525,CLE,BOS
Shot Chart Detail,0041700306,72,202694,Marcus Morris,1610612738,Boston Celtics,1,5,20,Missed Shot,Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-53,17,1,0,20180525,CLE,BOS
Shot Chart Detail,0041700306,157,202694,Marcus Morris,1610612738,Boston Celtics,2,9,28,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,-5,272,1,0,20180525,CLE,BOS
Shot Chart Detail,0041700306,229,202694,Marcus Morris,1610612738,Boston Celtics,2,4,36,Missed Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-13,33,1,0,20180525,CLE,BOS
