,POSITION,LOC_X,LOC_Y,PLAYER_NAME,QUARTER,EVENT_TYPE
3087,SG,254.0,99.0,Jimmy Butler,3,SCORED
3088,SG,77.0,5.0,Dwyane Wade,3,SCORED
3090,SG,293.0,151.0,Dwyane Wade,3,SCORED
3094,PF,87.0,277.0,Taj Gibson,3,SCORED
3097,PF,50.0,482.0,Nikola Mirotic,3,SCORED
3099,SG,229.0,278.0,Dwyane Wade,3,MISSED
3101,SG,293.0,164.0,Dwyane Wade,4,MISSED
3102,PF,45.0,477.0,Nikola Mirotic,4,MISSED
3103,SG,182.0,357.0,Jimmy Butler,4,SCORED
3104,SG,231.0,423.0,Jimmy Butler,4,MISSED
3106,PF,259.0,411.0,Nikola Mirotic,4,MISSED
3107,SG,234.0,429.0,Jimmy Butler,4,SCORED
3108,SG,126.0,383.0,Jimmy Butler,4,SCORED
3109,SG,161.0,401.0,Jimmy Butler,4,MISSED
3110,PF,53.0,246.0,Taj Gibson,4,SCORED
3112,SG,190.0,347.0,Jimmy Butler,4,SCORED
3113,SG,69.0,432.0,Jimmy Butler,4,MISSED
3114,PF,30.0,426.0,Taj Gibson,4,SCORED
3115,SG,50.0,246.0,Jimmy Butler,4,SCORED
3117,PF,40.0,249.0,Nikola Mirotic,4,SCORED
3118,SG,269.0,382.0,Jimmy Butler,4,MISSED
3119,SG,274.0,365.0,Jimmy Butler,1,MISSED
3120,SG,94.0,323.0,Dwyane Wade,1,BLOCKED
3121,C,102.0,252.0,Robin Lopez,1,SCORED
3123,PF,53.0,171.0,Taj Gibson,1,SCORED
3124,PF,231.0,292.0,Taj Gibson,1,MISSED
3125,SG,62.0,372.0,Dwyane Wade,1,SCORED
3126,SG,36.0,61.0,Jimmy Butler,1,MISSED
3127,SG,182.0,267.0,Dwyane Wade,1,MISSED
3128,PF,59.0,228.0,Taj Gibson,1,MISSED
3129,PF,50.0,69.0,Taj Gibson,1,SCORED
3130,SG,187.0,230.0,Dwyane Wade,1,SCORED
3131,SG,187.0,377.0,Jimmy Butler,1,MISSED
3133,SG,64.0,269.0,Dwyane Wade,1,SCORED
3134,SG,52.0,250.0,Jimmy Butler,1,SCORED
3137,SG,58.0,262.0,Jimmy Butler,1,SCORED
3138,SG,244.0,354.0,Jimmy Butler,1,MISSED
3139,C,246.0,267.0,Robin Lopez,1,SCORED
3143,SG,92.0,346.0,Dwyane Wade,2,BLOCKED
3145,SG,51.0,434.0,Dwyane Wade,2,MISSED
3146,PF,52.0,250.0,Nikola Mirotic,2,SCORED
3148,SG,67.0,234.0,Dwyane Wade,2,MISSED
3150,SG,200.0,355.0,Jimmy Butler,2,MISSED
3153,SG,67.0,259.0,Jimmy Butler,2,SCORED
3154,PF,52.0,250.0,Taj Gibson,2,BLOCKED
3155,SG,53.0,156.0,Dwyane Wade,2,MISSED
3156,C,97.0,228.0,Robin Lopez,2,MISSED
3157,SG,30.0,480.0,Dwyane Wade,2,SCORED
3158,PF,279.0,131.0,Nikola Mirotic,2,MISSED
3159,PF,784.0,256.0,Taj Gibson,3,MISSED
3160,SG,635.0,246.0,Jimmy Butler,3,SCORED
3161,SG,886.0,434.0,Dwyane Wade,3,MISSED
3162,SG,882.0,248.0,Dwyane Wade,3,BLOCKED
3163,PF,873.0,252.0,Taj Gibson,3,SCORED
3164,C,833.0,256.0,Robin Lopez,3,MISSED
3166,C,715.0,251.0,Robin Lopez,3,SCORED
3167,C,711.0,290.0,Robin Lopez,3,MISSED
3168,SG,661.0,140.0,Jimmy Butler,3,MISSED
3170,PF,637.0,151.0,Nikola Mirotic,3,MISSED
3171,SG,876.0,149.0,Jimmy Butler,3,MISSED
3172,SG,671.0,109.0,Jimmy Butler,3,SCORED
3173,SG,871.0,264.0,Jimmy Butler,3,SCORED
3175,C,878.0,250.0,Robin Lopez,3,MISSED
3176,SG,879.0,262.0,Jimmy Butler,3,BLOCKED
3177,PF,692.0,396.0,Nikola Mirotic,3,MISSED
3178,PF,899.0,81.0,Nikola Mirotic,3,MISSED
3180,SG,887.0,241.0,Jimmy Butler,3,SCORED
3181,SG,861.0,256.0,Jimmy Butler,3,MISSED
3184,SG,711.0,138.0,Jimmy Butler,3,MISSED
3187,PF,833.0,20.0,Nikola Mirotic,4,SCORED
3190,SG,773.0,251.0,Dwyane Wade,4,SCORED
3191,SG,887.0,275.0,Dwyane Wade,4,MISSED
3192,SG,856.0,22.0,Dwyane Wade,4,MISSED
3193,PF,625.0,326.0,Nikola Mirotic,4,MISSED
3194,PF,675.0,406.0,Nikola Mirotic,4,SCORED
3195,SG,838.0,292.0,Dwyane Wade,4,MISSED
3197,SG,838.0,491.0,Jimmy Butler,4,SCORED
3198,SG,868.0,104.0,Jimmy Butler,4,SCORED
3199,SG,880.0,253.0,Dwyane Wade,4,SCORED
3200,SG,652.0,158.0,Jimmy Butler,4,MISSED
3201,PF,905.0,491.0,Nikola Mirotic,4,SCORED
3202,SG,765.0,118.0,Jimmy Butler,4,MISSED
3204,SG,774.0,215.0,Jimmy Butler,4,MISSED
3206,SG,890.0,267.0,Dwyane Wade,4,MISSED
3208,PF,905.0,14.0,Nikola Mirotic,5,MISSED
3209,SG,828.0,485.0,Jimmy Butler,5,MISSED
3211,SG,794.0,320.0,Dwyane Wade,5,MISSED
3214,SG,750.0,138.0,Jimmy Butler,5,MISSED
3215,SG,720.0,69.0,Jimmy Butler,5,SCORED
3216,PF,69.0,156.0,Taj Gibson,1,SCORED
3217,SG,51.0,99.0,Dwyane Wade,1,MISSED
3218,PF,50.0,149.0,Taj Gibson,1,MISSED
3219,C,231.0,292.0,Robin Lopez,1,MISSED
3220,PF,185.0,171.0,Taj Gibson,1,MISSED
3221,SG,58.0,260.0,Dwyane Wade,1,SCORED
3222,C,102.0,246.0,Robin Lopez,1,MISSED
3223,SG,107.0,233.0,Dwyane Wade,1,SCORED
3224,C,97.0,171.0,Robin Lopez,1,MISSED
3226,PF,50.0,482.0,Nikola Mirotic,1,SCORED
3228,SG,190.0,378.0,Dwyane Wade,1,MISSED
3230,C,175.0,382.0,Robin Lopez,1,SCORED
3231,C,55.0,249.0,Robin Lopez,1,MISSED
3232,SG,279.0,357.0,Jimmy Butler,1,MISSED
3235,SG,254.0,416.0,Jimmy Butler,1,MISSED
3236,C,234.0,249.0,Robin Lopez,1,MISSED
3239,SG,175.0,234.0,Dwyane Wade,2,MISSED
3240,PF,102.0,249.0,Taj Gibson,2,MISSED
3241,SG,58.0,262.0,Dwyane Wade,2,BLOCKED
3244,SG,59.0,243.0,Dwyane Wade,2,SCORED
3245,SG,293.0,166.0,Dwyane Wade,2,SCORED
3246,SG,54.0,259.0,Jimmy Butler,2,MISSED
3247,PF,67.0,234.0,Taj Gibson,2,SCORED
3253,SG,45.0,112.0,Jimmy Butler,2,MISSED
3256,SG,887.0,92.0,Dwyane Wade,3,MISSED
3257,PF,878.0,244.0,Taj Gibson,3,SCORED
3260,C,676.0,207.0,Robin Lopez,3,MISSED
3261,SG,910.0,490.0,Dwyane Wade,3,SCORED
3262,PF,878.0,264.0,Taj Gibson,3,SCORED
3263,PF,838.0,248.0,Taj Gibson,3,MISSED
3264,SG,832.0,393.0,Jimmy Butler,3,MISSED
3265,PF,711.0,433.0,Nikola Mirotic,3,MISSED
3268,SG,875.0,251.0,Jimmy Butler,3,BLOCKED
3270,SG,868.0,215.0,Dwyane Wade,3,MISSED
3272,PF,642.0,169.0,Nikola Mirotic,3,MISSED
3273,SG,848.0,254.0,Dwyane Wade,3,SCORED
3274,SG,655.0,367.0,Dwyane Wade,3,MISSED
3275,SG,882.0,238.0,Dwyane Wade,4,MISSED
3276,SG,876.0,241.0,Dwyane Wade,4,SCORED
3278,PF,701.0,436.0,Nikola Mirotic,4,MISSED
3299,PF,733.0,328.0,Taj Gibson,1,MISSED
3300,PF,843.0,182.0,Taj Gibson,1,MISSED
3305,C,866.0,248.0,Robin Lopez,1,SCORED
3308,PF,882.0,246.0,Taj Gibson,1,SCORED
3309,C,863.0,87.0,Robin Lopez,1,MISSED
3311,PG,888.0,250.0,Rajon Rondo,1,SCORED
3312,PF,878.0,477.0,Taj Gibson,1,SCORED
3313,PG,873.0,217.0,Rajon Rondo,1,SCORED
3314,PG,873.0,259.0,Rajon Rondo,1,SCORED
3315,PG,765.0,123.0,Rajon Rondo,1,MISSED
3319,C,715.0,238.0,Robin Lopez,1,SCORED
3322,PG,647.0,118.0,Rajon Rondo,2,MISSED
3325,PG,858.0,53.0,Rajon Rondo,2,MISSED
3330,PG,858.0,200.0,Rajon Rondo,2,SCORED
3334,PF,858.0,156.0,Taj Gibson,2,MISSED
3335,C,876.0,324.0,Robin Lopez,2,MISSED
3336,PF,884.0,245.0,Taj Gibson,2,BLOCKED
3339,C,895.0,277.0,Robin Lopez,2,SCORED
3340,C,882.0,251.0,Robin Lopez,2,SCORED
3343,C,887.0,272.0,Robin Lopez,2,MISSED
3344,PG,873.0,197.0,Rajon Rondo,2,MISSED
3347,PF,210.0,244.0,Taj Gibson,3,MISSED
3351,C,136.0,251.0,Robin Lopez,3,SCORED
3352,PG,246.0,421.0,Rajon Rondo,3,MISSED
3356,C,231.0,249.0,Robin Lopez,3,MISSED
3357,PF,45.0,252.0,Taj Gibson,3,MISSED
3361,C,72.0,226.0,Robin Lopez,3,BLOCKED
3363,PG,293.0,316.0,Rajon Rondo,3,MISSED
3365,PG,180.0,135.0,Rajon Rondo,3,SCORED
3377,PF,82.0,283.0,Taj Gibson,4,MISSED
3379,PF,40.0,248.0,Taj Gibson,4,BLOCKED
3382,PF,50.0,259.0,Taj Gibson,4,SCORED
3383,PG,141.0,117.0,Rajon Rondo,4,SCORED
3384,PG,187.0,243.0,Rajon Rondo,4,MISSED
3387,PF,882.0,326.0,Taj Gibson,1,MISSED
3388,SG,873.0,100.0,Dwyane Wade,1,MISSED
3389,C,890.0,231.0,Robin Lopez,1,MISSED
3392,SG,729.0,369.0,Dwyane Wade,1,SCORED
3394,C,704.0,172.0,Robin Lopez,1,SCORED
3395,PF,882.0,226.0,Taj Gibson,1,SCORED
3396,SG,878.0,240.0,Dwyane Wade,1,MISSED
3397,PF,894.0,222.0,Taj Gibson,1,MISSED
3398,SG,887.0,284.0,Dwyane Wade,1,MISSED
3399,PF,890.0,270.0,Taj Gibson,1,SCORED
3400,C,908.0,71.0,Robin Lopez,1,SCORED
3401,PG,900.0,228.0,Rajon Rondo,1,MISSED
3402,PG,858.0,280.0,Rajon Rondo,1,BLOCKED
3405,C,856.0,282.0,Robin Lopez,1,SCORED
3411,SG,817.0,416.0,Dwyane Wade,2,MISSED
3412,SG,894.0,269.0,Dwyane Wade,2,SCORED
3422,C,694.0,217.0,Robin Lopez,2,SCORED
3423,C,878.0,127.0,Robin Lopez,2,SCORED
3424,PF,887.0,279.0,Taj Gibson,2,SCORED
3425,C,873.0,284.0,Robin Lopez,2,MISSED
3426,PG,799.0,56.0,Rajon Rondo,2,SCORED
3427,PG,853.0,199.0,Rajon Rondo,2,MISSED
3428,C,842.0,275.0,Robin Lopez,2,MISSED
3429,PG,763.0,77.0,Rajon Rondo,2,SCORED
3430,PF,62.0,195.0,Taj Gibson,3,MISSED
3431,SG,58.0,424.0,Dwyane Wade,3,MISSED
3434,C,62.0,244.0,Robin Lopez,3,MISSED
3435,SG,89.0,347.0,Dwyane Wade,3,SCORED
3436,SG,102.0,298.0,Dwyane Wade,3,SCORED
3439,SG,126.0,151.0,Dwyane Wade,3,MISSED
3440,PG,94.0,226.0,Rajon Rondo,3,BLOCKED
3441,PG,40.0,76.0,Rajon Rondo,3,MISSED
3442,SG,59.0,275.0,Dwyane Wade,3,SCORED
3443,SG,259.0,99.0,Dwyane Wade,3,MISSED
3444,C,67.0,213.0,Robin Lopez,3,BLOCKED
3449,PF,58.0,230.0,Taj Gibson,3,SCORED
3451,PG,25.0,485.0,Rajon Rondo,3,MISSED
3452,SG,89.0,260.0,Dwyane Wade,4,SCORED
3455,SG,52.0,250.0,Dwyane Wade,4,SCORED
3456,PG,220.0,64.0,Rajon Rondo,4,MISSED
3457,SG,51.0,228.0,Dwyane Wade,4,BLOCKED
3458,SG,94.0,265.0,Dwyane Wade,4,MISSED
3459,SG,58.0,264.0,Dwyane Wade,4,SCORED
3463,SG,20.0,15.0,Dwyane Wade,4,MISSED
3468,SG,116.0,194.0,Dwyane Wade,4,SCORED
3472,SG,30.0,82.0,Dwyane Wade,4,MISSED
3475,C,64.0,336.0,Robin Lopez,1,MISSED
3476,PF,190.0,113.0,Taj Gibson,1,MISSED
3478,SG,82.0,442.0,Jimmy Butler,1,SCORED
3479,SG,231.0,423.0,Jimmy Butler,1,SCORED
3481,SG,62.0,306.0,Dwyane Wade,1,MISSED
3483,C,84.0,256.0,Robin Lopez,1,SCORED
3484,PF,89.0,262.0,Taj Gibson,1,SCORED
3485,SG,79.0,262.0,Dwyane Wade,1,SCORED
3486,SG,162.0,400.0,Dwyane Wade,1,MISSED
3487,PF,36.0,9.0,Taj Gibson,1,MISSED
3488,SG,234.0,64.0,Jimmy Butler,1,SCORED
3490,PF,112.0,243.0,Taj Gibson,1,MISSED
3491,SG,74.0,295.0,Jimmy Butler,1,MISSED
3492,PG,72.0,313.0,Rajon Rondo,1,MISSED
3493,SG,102.0,405.0,Jimmy Butler,1,SCORED
3494,SG,207.0,311.0,Jimmy Butler,1,SCORED
3496,C,67.0,339.0,Robin Lopez,1,MISSED
3497,C,264.0,249.0,Robin Lopez,1,MISSED
3498,SG,162.0,414.0,Jimmy Butler,1,MISSED
3499,PG,82.0,15.0,Rajon Rondo,2,SCORED
3500,SG,50.0,250.0,Dwyane Wade,2,SCORED
3503,SG,72.0,393.0,Dwyane Wade,2,MISSED
3505,PG,60.0,255.0,Rajon Rondo,2,MISSED
3507,SG,67.0,265.0,Dwyane Wade,2,MISSED
3508,PG,35.0,480.0,Rajon Rondo,2,SCORED
3513,SG,298.0,203.0,Dwyane Wade,2,MISSED
3516,SG,53.0,260.0,Jimmy Butler,2,BLOCKED
3518,SG,269.0,396.0,Jimmy Butler,2,SCORED
3521,C,64.0,249.0,Robin Lopez,2,MISSED
3522,PF,51.0,259.0,Taj Gibson,2,SCORED
3523,PF,58.0,270.0,Taj Gibson,2,BLOCKED
3524,SG,234.0,248.0,Jimmy Butler,2,MISSED
3525,SG,148.0,334.0,Jimmy Butler,2,MISSED
3526,C,261.0,301.0,Robin Lopez,2,MISSED
3527,SG,878.0,225.0,Dwyane Wade,3,MISSED
3528,C,878.0,225.0,Robin Lopez,3,MISSED
3529,PF,888.0,250.0,Taj Gibson,3,SCORED
3532,SG,878.0,250.0,Dwyane Wade,3,MISSED
3533,SG,882.0,400.0,Dwyane Wade,3,MISSED
3534,SG,887.0,250.0,Jimmy Butler,3,SCORED
3535,SG,878.0,251.0,Jimmy Butler,3,SCORED
3536,SG,871.0,452.0,Dwyane Wade,3,MISSED
3537,C,863.0,326.0,Robin Lopez,3,MISSED
3538,SG,788.0,370.0,Dwyane Wade,3,MISSED
3539,PF,887.0,18.0,Taj Gibson,3,MISSED
3540,C,699.0,262.0,Robin Lopez,3,SCORED
3541,SG,789.0,89.0,Dwyane Wade,3,MISSED
3542,SG,887.0,408.0,Jimmy Butler,3,MISSED
3543,PG,861.0,241.0,Rajon Rondo,3,MISSED
3544,PF,735.0,298.0,Taj Gibson,3,MISSED
3546,PF,842.0,295.0,Taj Gibson,3,SCORED
3547,C,870.0,260.0,Robin Lopez,3,BLOCKED
3548,C,853.0,225.0,Robin Lopez,3,MISSED
3550,PF,871.0,293.0,Taj Gibson,3,SCORED
3552,C,866.0,217.0,Robin Lopez,3,SCORED
3554,SG,720.0,437.0,Jimmy Butler,3,MISSED
3556,PG,661.0,339.0,Rajon Rondo,3,MISSED
3557,SG,686.0,254.0,Dwyane Wade,4,SCORED
3558,PG,691.0,199.0,Rajon Rondo,4,MISSED
3559,SG,750.0,393.0,Dwyane Wade,4,SCORED
3560,SG,838.0,246.0,Dwyane Wade,4,SCORED
3561,SG,735.0,156.0,Dwyane Wade,4,SCORED
3562,SG,657.0,352.0,Dwyane Wade,4,SCORED
3564,PF,905.0,431.0,Taj Gibson,4,SCORED
3565,SG,647.0,190.0,Dwyane Wade,4,MISSED
3566,PF,880.0,262.0,Taj Gibson,4,MISSED
3568,SG,691.0,249.0,Dwyane Wade,4,MISSED
3569,SG,842.0,251.0,Dwyane Wade,4,BLOCKED
3571,PF,788.0,364.0,Taj Gibson,4,SCORED
3572,SG,730.0,149.0,Jimmy Butler,4,SCORED
3573,SG,853.0,298.0,Dwyane Wade,4,SCORED
3574,SG,733.0,127.0,Dwyane Wade,4,SCORED
3575,SG,691.0,401.0,Dwyane Wade,4,MISSED
3577,PF,799.0,210.0,Taj Gibson,1,MISSED
3578,SG,715.0,370.0,Jimmy Butler,1,SCORED
3579,PF,878.0,262.0,Taj Gibson,1,SCORED
3583,SG,733.0,64.0,Jimmy Butler,1,MISSED
3584,PF,789.0,292.0,Taj Gibson,1,MISSED
3585,SG,878.0,262.0,Jimmy Butler,1,SCORED
3587,SG,769.0,133.0,Jimmy Butler,1,MISSED
3588,C,890.0,244.0,Robin Lopez,1,MISSED
3589,PF,858.0,315.0,Taj Gibson,1,MISSED
3590,SG,684.0,95.0,Jimmy Butler,1,MISSED
3591,PF,846.0,369.0,Taj Gibson,1,MISSED
3592,PG,789.0,113.0,Rajon Rondo,1,MISSED
3593,PG,882.0,267.0,Rajon Rondo,1,MISSED
3600,PG,809.0,17.0,Rajon Rondo,2,MISSED
3606,PG,895.0,235.0,Rajon Rondo,2,SCORED
3609,PF,876.0,298.0,Taj Gibson,2,SCORED
3611,C,887.0,270.0,Robin Lopez,2,MISSED
3612,C,888.0,250.0,Robin Lopez,2,SCORED
3613,C,846.0,241.0,Robin Lopez,2,BLOCKED
3614,SG,890.0,240.0,Jimmy Butler,2,SCORED
3615,PF,881.0,12.0,Taj Gibson,2,MISSED
3616,PF,886.0,71.0,Taj Gibson,2,SCORED
3617,PF,804.0,195.0,Taj Gibson,2,SCORED
3618,SG,136.0,308.0,Jimmy Butler,3,MISSED
3620,PF,52.0,250.0,Taj Gibson,3,SCORED
3621,C,256.0,262.0,Robin Lopez,3,SCORED
3622,C,102.0,249.0,Robin Lopez,3,MISSED
3626,PF,210.0,287.0,Taj Gibson,3,MISSED
3627,C,53.0,260.0,Robin Lopez,3,SCORED
3629,SG,87.0,455.0,Jimmy Butler,3,MISSED
3630,C,108.0,248.0,Robin Lopez,3,MISSED
3631,PG,136.0,226.0,Rajon Rondo,3,SCORED
3636,SG,524.0,401.0,Jimmy Butler,3,MISSED
3641,C,259.0,318.0,Robin Lopez,4,SCORED
3642,PF,205.0,305.0,Taj Gibson,4,MISSED
3643,PF,52.0,250.0,Taj Gibson,4,SCORED
3644,SG,79.0,313.0,Jimmy Butler,4,BLOCKED
3645,C,98.0,189.0,Robin Lopez,4,SCORED
3646,C,249.0,259.0,Robin Lopez,4,MISSED
3647,SG,46.0,17.0,Jimmy Butler,4,SCORED
3650,SG,280.0,158.0,Jimmy Butler,4,MISSED
3651,PF,52.0,250.0,Taj Gibson,4,SCORED
3652,SG,166.0,382.0,Jimmy Butler,4,SCORED
3653,SG,180.0,323.0,Jimmy Butler,4,SCORED
3654,C,98.0,248.0,Robin Lopez,1,SCORED
3655,SG,84.0,364.0,Jimmy Butler,1,SCORED
3656,SG,171.0,66.0,Dwyane Wade,1,MISSED
3657,C,239.0,278.0,Robin Lopez,1,MISSED
3659,SG,45.0,373.0,Jimmy Butler,1,MISSED
3660,SG,121.0,323.0,Dwyane Wade,1,SCORED
3662,C,79.0,314.0,Robin Lopez,1,SCORED
3665,SG,205.0,347.0,Dwyane Wade,1,MISSED
3667,C,121.0,87.0,Robin Lopez,1,SCORED
3669,C,251.0,278.0,Robin Lopez,1,SCORED
3670,PG,246.0,319.0,Rajon Rondo,1,MISSED
3672,SG,131.0,300.0,Jimmy Butler,1,MISSED
3674,C,52.0,250.0,Robin Lopez,1,SCORED
3676,SG,52.0,250.0,Dwyane Wade,2,SCORED
3680,SG,53.0,436.0,Dwyane Wade,2,MISSED
3681,PG,241.0,185.0,Rajon Rondo,2,MISSED
3683,PG,136.0,400.0,Rajon Rondo,2,MISSED
3685,SG,195.0,203.0,Dwyane Wade,2,SCORED
3686,SG,236.0,256.0,Dwyane Wade,2,MISSED
3687,C,97.0,319.0,Robin Lopez,2,SCORED
3688,SG,62.0,405.0,Dwyane Wade,2,MISSED
3689,SG,121.0,382.0,Jimmy Butler,2,SCORED
3690,SG,197.0,337.0,Jimmy Butler,2,MISSED
3691,PF,249.0,100.0,Nikola Mirotic,2,SCORED
3693,SG,226.0,64.0,Jimmy Butler,2,MISSED
3694,C,87.0,388.0,Robin Lopez,2,SCORED
3695,SG,112.0,418.0,Jimmy Butler,2,MISSED
3696,C,261.0,269.0,Robin Lopez,2,MISSED
3698,SG,637.0,200.0,Dwyane Wade,3,MISSED
3701,C,701.0,252.0,Robin Lopez,3,MISSED
3702,SG,797.0,383.0,Dwyane Wade,3,MISSED
3703,SG,711.0,282.0,Dwyane Wade,3,SCORED
3704,SG,797.0,333.0,Dwyane Wade,3,MISSED
3705,C,895.0,265.0,Robin Lopez,3,MISSED
3706,SG,865.0,253.0,Dwyane Wade,3,MISSED
3707,SG,843.0,97.0,Dwyane Wade,3,SCORED
3708,SG,882.0,240.0,Jimmy Butler,3,SCORED
3710,SG,763.0,411.0,Jimmy Butler,3,SCORED
3713,C,875.0,255.0,Robin Lopez,3,SCORED
3714,C,843.0,401.0,Robin Lopez,3,SCORED
3715,C,833.0,231.0,Robin Lopez,3,SCORED
3716,PF,876.0,240.0,Nikola Mirotic,3,MISSED
3718,SG,711.0,293.0,Dwyane Wade,4,SCORED
3720,SG,842.0,120.0,Dwyane Wade,4,BLOCKED
3721,PF,627.0,293.0,Nikola Mirotic,4,SCORED
3722,SG,868.0,95.0,Dwyane Wade,4,MISSED
3724,SG,819.0,267.0,Jimmy Butler,4,MISSED
3725,PG,792.0,434.0,Rajon Rondo,4,MISSED
3726,SG,899.0,416.0,Jimmy Butler,4,MISSED
3727,SG,873.0,236.0,Dwyane Wade,4,SCORED
3729,SG,706.0,320.0,Dwyane Wade,4,SCORED
3730,PF,701.0,86.0,Nikola Mirotic,4,MISSED
3731,SG,784.0,146.0,Dwyane Wade,4,MISSED
3732,C,885.0,244.0,Robin Lopez,4,MISSED
3734,SG,824.0,46.0,Jimmy Butler,4,SCORED
3735,SG,895.0,459.0,Dwyane Wade,4,MISSED
3736,PF,863.0,7.0,Taj Gibson,1,MISSED
3737,C,699.0,192.0,Robin Lopez,1,SCORED
3739,PF,882.0,240.0,Taj Gibson,1,SCORED
3740,SG,745.0,148.0,Dwyane Wade,1,MISSED
3741,PF,878.0,397.0,Taj Gibson,1,MISSED
3742,SG,797.0,74.0,Jimmy Butler,1,MISSED
3743,C,887.0,230.0,Robin Lopez,1,SCORED
3745,SG,748.0,107.0,Jimmy Butler,1,SCORED
3746,C,851.0,250.0,Robin Lopez,1,SCORED
3750,PF,848.0,485.0,Nikola Mirotic,1,MISSED
3751,PG,863.0,17.0,Rajon Rondo,1,MISSED
3752,SG,753.0,405.0,Dwyane Wade,1,MISSED
3753,SG,635.0,249.0,Dwyane Wade,2,MISSED
3754,PF,632.0,246.0,Nikola Mirotic,2,MISSED
3755,PF,640.0,287.0,Nikola Mirotic,2,MISSED
3756,SG,819.0,284.0,Dwyane Wade,2,SCORED
3763,SG,719.0,320.0,Jimmy Butler,2,SCORED
3764,SG,755.0,30.0,Jimmy Butler,2,SCORED
3767,SG,711.0,71.0,Jimmy Butler,2,SCORED
3770,SG,882.0,241.0,Jimmy Butler,2,SCORED
3773,PG,784.0,284.0,Rajon Rondo,2,BLOCKED
3774,SG,79.0,486.0,Dwyane Wade,3,MISSED
3777,C,51.0,249.0,Robin Lopez,3,SCORED
3778,C,216.0,339.0,Robin Lopez,3,SCORED
3779,C,229.0,323.0,Robin Lopez,3,MISSED
3780,SG,112.0,287.0,Jimmy Butler,3,SCORED
3781,SG,52.0,250.0,Dwyane Wade,3,SCORED
3782,SG,62.0,244.0,Dwyane Wade,3,MISSED
3783,SG,72.0,151.0,Dwyane Wade,3,MISSED
3784,C,58.0,256.0,Robin Lopez,3,MISSED
3786,PF,58.0,262.0,Taj Gibson,3,SCORED
3788,PF,52.0,250.0,Taj Gibson,3,SCORED
3789,SG,94.0,241.0,Dwyane Wade,3,MISSED
3790,SG,97.0,301.0,Dwyane Wade,3,MISSED
3792,SG,175.0,411.0,Jimmy Butler,3,MISSED
3793,PG,190.0,154.0,Rajon Rondo,3,MISSED
3794,PG,53.0,252.0,Rajon Rondo,3,SCORED
3801,PG,50.0,249.0,Rajon Rondo,4,MISSED
3802,PF,51.0,256.0,Nikola Mirotic,4,SCORED
3805,PF,300.0,238.0,Nikola Mirotic,4,MISSED
3811,PF,225.0,66.0,Nikola Mirotic,4,MISSED
3817,PF,167.0,131.0,Taj Gibson,1,MISSED
3818,PF,35.0,414.0,Taj Gibson,1,MISSED
3819,SG,77.0,362.0,Dwyane Wade,1,SCORED
3820,C,62.0,310.0,Robin Lopez,1,MISSED
3821,SG,53.0,231.0,Jimmy Butler,1,SCORED
3822,SG,234.0,66.0,Jimmy Butler,1,MISSED
3823,SG,41.0,77.0,Dwyane Wade,1,SCORED
3825,SG,82.0,285.0,Jimmy Butler,1,SCORED
3826,SG,72.0,252.0,Dwyane Wade,1,MISSED
3828,C,97.0,272.0,Robin Lopez,1,MISSED
3829,PF,280.0,158.0,Nikola Mirotic,1,SCORED
3830,C,107.0,248.0,Robin Lopez,1,MISSED
3831,C,72.0,254.0,Robin Lopez,1,SCORED
3834,SG,64.0,161.0,Jimmy Butler,1,SCORED
3840,SG,72.0,174.0,Dwyane Wade,2,MISSED
3841,SG,177.0,388.0,Dwyane Wade,2,MISSED
3842,PF,265.0,105.0,Nikola Mirotic,2,MISSED
3843,PF,52.0,250.0,Nikola Mirotic,2,SCORED
3844,PF,51.0,202.0,Nikola Mirotic,2,SCORED
3847,SG,69.0,236.0,Dwyane Wade,2,SCORED
3848,SG,82.0,319.0,Dwyane Wade,2,SCORED
3849,C,72.0,248.0,Robin Lopez,2,SCORED
3850,SG,62.0,267.0,Jimmy Butler,2,BLOCKED
3851,PF,205.0,259.0,Taj Gibson,2,MISSED
3852,C,67.0,238.0,Robin Lopez,2,SCORED
3853,SG,210.0,148.0,Jimmy Butler,2,MISSED
3855,SG,151.0,190.0,Dwyane Wade,2,MISSED
3856,SG,51.0,87.0,Dwyane Wade,2,SCORED
3857,SG,67.0,267.0,Dwyane Wade,2,MISSED
3858,PF,51.0,260.0,Taj Gibson,2,SCORED
3859,PF,769.0,411.0,Taj Gibson,3,SCORED
3860,PF,878.0,295.0,Taj Gibson,3,SCORED
3861,C,856.0,266.0,Robin Lopez,3,MISSED
3864,SG,760.0,419.0,Dwyane Wade,3,MISSED
3865,SG,886.0,406.0,Dwyane Wade,3,SCORED
3866,SG,642.0,365.0,Dwyane Wade,3,MISSED
3867,SG,681.0,73.0,Jimmy Butler,3,BLOCKED
3868,PF,895.0,102.0,Taj Gibson,3,MISSED
3871,PF,875.0,253.0,Nikola Mirotic,3,BLOCKED
3872,PF,888.0,250.0,Nikola Mirotic,3,SCORED
3873,SG,878.0,277.0,Jimmy Butler,3,SCORED
3874,SG,886.0,280.0,Dwyane Wade,3,MISSED
3875,PF,881.0,240.0,Nikola Mirotic,3,MISSED
3877,PF,873.0,240.0,Nikola Mirotic,4,SCORED
3879,SG,661.0,336.0,Dwyane Wade,4,MISSED
3880,PF,873.0,269.0,Nikola Mirotic,4,MISSED
3881,SG,879.0,262.0,Dwyane Wade,4,MISSED
